num,date,color1,difficulty1,connection1,word11,word12,word13,word14,color2,difficulty2,connection2,word21,word22,word23,word24,color3,difficulty3,connection3,word31,word32,word33,word34,color4,difficulty4,connection4,word41,word42,word43,word44
241,2024 Feb 7,YELLOW,1,SEA CREATURES,CRAB,RAY,SPONGE,SQUID,GREEN,2,BASIC TWO-DIMENSIONAL SHAPES,CIRCLE,DIAMOND,SQUARE,TRIANGLE,BLUE,3,BOXING MANEUVERS,BOB,CROSS,HOOK,WEAVE,PURPLE,4,FANCY ___,FEAST,FREE,PANTS,THAT
242,2024 Feb 8,YELLOW,1,ARCHERY EQUIPMENT,ARROW,BOW,QUIVER,TARGET,GREEN,2,CARD GAMES,BRIDGE,GIN,SPIT,WAR,BLUE,3,WALLOP,BELT,CLOCK,DECK,SLUG,PURPLE,4,CLASSIC TATTOOS,ANCHOR,DRAGON,HEART,ROSE
243,2024 Feb 9,YELLOW,1,MUSIC PLAYER BUTTONS,REWIND,SHUFFLE,SKIP,STOP,GREEN,2,BROADCAST,AIR,RUN,SCREEN,SHOW,BLUE,3,THINGS YOU CAN DRAW,BATH,CARD,CURTAIN,PICTURE,PURPLE,4,NUMBER ANAGRAMS,EON,ETHER,NET,TOW
244,2024 Feb 10,YELLOW,1,STOOL PIGEON,CANARY,FINK,RAT,SNITCH,GREEN,2,CRAM INTO A TIGHT SPACE,JAM,PACK,SQUEEZE,STUFF,BLUE,3,YOGA POSES,CAT,COW,MOUNTAIN,TRIANGLE,PURPLE,4,___FLY,BUTTER,DRAGON,FIRE,HORSE
245,2024 Feb 11,YELLOW,1,MONOTONOUS SOUNDS,BUZZ,DRONE,HUM,PURR,GREEN,2,BOATS,BARGE,DORY,SCOW,SLOOP,BLUE,3,CAPTAINS,AMERICA,HOOK,MORGAN,NEMO,PURPLE,4,PREFIXES WITH -CRACY,AUTO,BUREAU,DEMO,PLUTO
246,2024 Feb 12,YELLOW,1,BAD THINGS FOR A VIDEO CALL TO DO,DROP,ECHO,FREEZE,LAG,GREEN,2,COSTUMES WITH STRIPED SHIRTS,MIME,PRISONER,REFEREE,SAILOR,BLUE,3,SEEN IN "ALADDIN",GENIE,MONKEY,PARROT,PRINCESS,PURPLE,4,MOVIES MINUS NUMBERS,APOLLO,CANDLES,FANTASTIC,SAMURAI
247,2024 Feb 13,YELLOW,1,ENCOURAGE- WITH "ON",EGG,GOAD,SPUR,URGE,GREEN,2,SPHERICAL FOODS,JAWBREAKER,MEATBALL,MOZZARELLA,ORANGE,BLUE,3,GROCERY STORE AISLES,DAIRY,FROZEN,PRODUCE,SNACK,PURPLE,4,GO ___,BANANAS,FIGURE,FISH,STEADY
248,2024 Feb 14,YELLOW,1,TOUCH LIGHTLY,BRUSH,GRAZE,KISS,SKIM,GREEN,2,KINDS OF NUMBERS,ODD,PERFECT,PRIME,WHOLE,BLUE,3,SAUCES IN CHINESE CUISINE,OYSTER,PLUM,SOY,XO,PURPLE,4,BEAR ___,CLAW,FRUIT,HUG,WITNESS
249,2024 Feb 15,YELLOW,1,FOLLOW ATTENTIVELY,MONITOR,SURVEY,TRACK,WATCH,GREEN,2,WHERE YOU MIGHT FIND SAND,BEACH,DESERT,HOURGLASS,PLAYGROUND,BLUE,3,OVEN BUTTONS,BAKE,BROIL,LIGHT,TIMER,PURPLE,4,BRITPOP BANDS,BLUR,OASIS,PULP,SUEDE
250,2024 Feb 16,YELLOW,1,COMFY SHOES,CROC,LOAFER,MOCCASIN,SLIPPER,GREEN,2,THINGS MADE WITH FEATHERS,BOA,HEADDRESS,PILLOW,SHUTTLECOCK,BLUE,3,PROGRAMMING LANGUAGES,BASIC,JAVA,PYTHON,RUBY,PURPLE,4,THINGS THAT CAN STRIKE,COBRA,INSPIRATION,LIGHTNING,UNION
251,2024 Feb 17,YELLOW,1,BIT OF HAIR,CURL,LOCK,RINGLET,TRESS,GREEN,2,MEDIA ATTENTION,COVERAGE,EXPOSURE,PRESS,PUBLICITY,BLUE,3,NOUN SUFFIXES,DOM,ION,NESS,SHIP,PURPLE,4,___ CIRCUS,FAMILY,FLEA,FLYING,MEDIA
252,2024 Feb 18,YELLOW,1,EAT A LITTLE,GRAZE,NIBBLE,PECK,SNACK,GREEN,2,PURSUE,HUNT,TRACK,TRAIL,STALK,BLUE,3,INGREDIENTS IN MINESTRONE,BEANS,PASTA,STOCK,VEGETABLES,PURPLE,4,___CAST,BROAD,FORE,POD,TYPE
253,2024 Feb 19,YELLOW,1,USED IN BUILDING A FIRE,KINDLING,LOG,MATCH,TINDER,GREEN,2,MESS UP,BLOW,BUMBLE,FLUFF,SPOIL,BLUE,3,WORKSHOP TOOLS,DRILL,GRINDER,ROUTER,SAW,PURPLE,4,PARTS OF A DOOR,FRAME,HANDLE,HINGE,LOCK
254,2024 Feb 20,YELLOW,1,PARTY POOPER,BORE,DRAG,DRIP,DUD,GREEN,2,MUSICAL SECTIONS,BRASS,RHYTHM,STRING,WIND,BLUE,3,BIT OF LIQUID,BEAD,DROP,GLOB,TEAR,PURPLE,4,VEGETABLE HOMOPHONES,BEAT,CHARRED,LEAK,PEE
255,2024 Feb 21,YELLOW,1,PESTERS,BADGERS,BUGS,HOUNDS,NAGS,GREEN,2,TONY WINNERS FOR BEST MUSICAL,ANNIE,CABARET,CATS,COMPANY,BLUE,3,THEY HAVE KEYS,COMPUTER,PIANO,SUPER,TESTS,PURPLE,4,SCHOOL OF ___,FISH,HARD KNOCKS,ROCK,THOUGHT
256,2024 Feb 22,YELLOW,1,DOG SOUNDS,BARK,GROWL,HOWL,WHINE,GREEN,2,DEPARTMENT,ARM,BRANCH,CHAPTER,WING,BLUE,3,ORIGIN,CRADLE,FONT,ROOT,SOURCE,PURPLE,4,COLORS WITH THEIR FIRST LETTERS CHANGED,CLUE,FROWN,MELLOW,PREEN
257,2024 Feb 23,YELLOW,1,PROCESSION,CARAVAN,FLEET,PARADE,TRAIN,GREEN,2,SHADES OF GREEN,OLIVE,FOREST,LIME,MINT,BLUE,3,WHAT "BLUE" MIGHT MEAN,DEMOCRATIC,EROTIC,NOBLE,SAD,PURPLE,4,THINGS WITH SPINES,BOOK,CACTUS,HEDGEHOG,SKELETON
258,2024 Feb 24,YELLOW,1,MANUFACTURING LOCATIONS,FACTORY,MILL,PLANT,SHOP,GREEN,2,WIN + LETTER,WIND,WINE,WING,WINK,BLUE,3,PARTS OF FRUIT YOU MIGHT NOT EAT,CORE,RIND,SEED,STEM,PURPLE,4,WEIGHTS IN BOXING,FEATHER,HEAVY,LIGHT,MIDDLE
259,2024 Feb 25,YELLOW,1,WALK HEAVILY,LUMBER,PLOD,STOMP,TRUDGE,GREEN,2,FLEXIBLE,ELASTIC,LIMBER,PLASTIC,SUPPLE,BLUE,3,FENCING EQUIPMENT,FOIL,GLOVE,JACKET,MASK,PURPLE,4,WORDS BEGINNING WITH INSTRUMENTS,BASSINET,CELLOPHANE,HARPOON,ORGANISM
260,2024 Feb 26,YELLOW,1,BASIC TASTES,BITTER,SALTY,SOUR,SWEET,GREEN,2,STAND UP TO- AS A CHALLENGE,BRAVE,CONFRONT,FACE,MEET,BLUE,3,ILK,KIND,SORT,TYPE,VARIETY,PURPLE,4,ART MOVEMENTS- WITH -ISM,EXPRESSION,MANNER,ROMANTIC,SURREAL
261,2024 Feb 27,YELLOW,1,80S FASHION TRENDS,HEADBAND,MULLET,NEON,SPANDEX,GREEN,2,GYMNASTICS POSITIONS,PIKE,SPLIT,STRADDLE,TUCK,BLUE,3,KINDS OF CRACKERS,ANIMAL,GOLDFISH,OYSTER,RITZ,PURPLE,4,___ LADDER,CORPORATE,ROPE,SALMON,WORD
262,2024 Feb 28,YELLOW,1,CHEESES- FAMILIARLY,AMERICAN,BLUE,JACK,SWISS,GREEN,2,TRACK AND FIELD EQUIPMENT,HAMMER,HURDLE,JAVELIN,POLE,BLUE,3,KINDS OF HEELS,CUBAN,KITTEN,STILETTO,WEDGE,PURPLE,4,DOUBLE ___,DATE,DUTCH,JEOPARDY,SPACE
263,2024 Feb 29,YELLOW,1,PROPEL INTO THE AIR,HOP,JUMP,LEAP,SPRING,GREEN,2,PLACE TO STORE VALUABLES,CHEST,COFFER,SAFE,VAULT,BLUE,3,PERIOD,AGE,DAY,ERA,TIME,PURPLE,4,ANIMALS BACKWARD,DRIB,FLOW,REED,TANG
264,2024 Mar 1,YELLOW,1,GARLIC BREAD INGREDIENTS,BREAD,BUTTER,GARLIC,PARSLEY,GREEN,2,WAGER,BET,GAMBLE,RISK,STAKE,BLUE,3,DISNEYLAND LANDS,ADVENTURE,FANTASY,FRONTIER,TOMORROW,PURPLE,4,___ BAT,BASEBALL,CRICKET,FRUIT,VAMPIRE
265,2024 Mar 2,YELLOW,1,INTELLIGENCE OPERATIVE,AGENT,ASSET,MOLE,SLEEPER,GREEN,2,UNITS IN POETRY,FOOT,LINE,METER,VERSE,BLUE,3,EXPRESS INDIRECTLY,COUCH,IMPLY,INTIMATE,SUGGEST,PURPLE,4,WHAT "K" MIGHT MEAN,KELVIN,OKAY,POTASSIUM,THOUSAND
266,2024 Mar 3,YELLOW,1,LARGE AMOUNT,MASS,SEA,SLEW,TON,GREEN,2,FALL IN UNDER PRESSURE,BUCKLE,CAVE,COLLAPSE,GIVE,BLUE,3,WAYS TO GET ATTENTION,SHOUT,SNAP,WAVE,WHISTLE,PURPLE,4,BELLY ___,BUTTON,DANCE,FLOP,LAUGH
267,2024 Mar 4,YELLOW,1,ROOMS IN THE GAME CLUE,HALL,LIBRARY,LOUNGE,STUDY,GREEN,2,COLLEAGUE,ASSOCIATE,FELLOW,PARTNER,PEER,BLUE,3,SEEN DURING EASTER,BUNNY,EGG,JELLY BEAN,PEEP,PURPLE,4,WHAT A MOLE CAN BE,ANIMAL,BIRTHMARK,SPY,UNIT
268,2024 Mar 5,YELLOW,1,POP MEGASTARS,GRANDE,MARS,STYLES,SWIFT,GREEN,2,METHOD,CHANNEL,MEANS,MEDIUM,VEHICLE,BLUE,3,UNLIKELY- AS CHANCES,OUTSIDE,REMOTE,SLIM,SMALL,PURPLE,4,LIVING ___,LARGE,LEGEND,PROOF,ROOM
269,2024 Mar 6,YELLOW,1,PARTS OF AN AIRPORT,HANGAR,RUNWAY,TARMAC,TERMINAL,GREEN,2,LEGAL TERMS,ACTION,CLAIM,COMPLAINT,LAWSUIT,BLUE,3,THINGS A JUGGLER JUGGLES,BEANBAG,CLUB,RING,TORCH,PURPLE,4,WORDS ENDING IN CLOTHING,FOXGLOVE,GUMSHOE,TURNCOAT,WINDSOCK
270,2024 Mar 7,YELLOW,1,SHARED,COLLECTIVE,COMMON,JOINT,MUTUAL,GREEN,2,RID OF CONTENTS,CLEAR,DRAIN,EMPTY,FLUSH,BLUE,3,ASSOCIATED WITH "STUB",CIGARETTE,PENCIL,TICKET,TOE,PURPLE,4,___ DREAM,AMERICAN,FEVER,LUCID,PIPE
271,2024 Mar 8,YELLOW,1,THINGS TO SEW,DART,HEM,PLEAT,SEAM,GREEN,2,WAYS TO PRESERVE FOOD,CAN,CURE,DRY,FREEZE,BLUE,3,SHARP QUALITY,BITE,EDGE,PUNCH,SPICE,PURPLE,4,BIRDS MINUS LAST LETTER,CONDO,HAW,HERO,LOO
272,2024 Mar 9,YELLOW,1,EAT VORACIOUSLY,DOWN,INHALE,SCARF,WOLF,GREEN,2,AREAS OF ACADEMIC FOCUS,CONCENTRATION,DEGREE,MAJOR,MINOR,BLUE,3,UNIVERSAL,BLANKET,BROAD,GENERAL,SWEEPING,PURPLE,4,SPACE ___,BAR,CADET,HEATER,STATION
273,2024 Mar 10,YELLOW,1,THINGS A DOG CAN FETCH,BALL,BONE,FRISBEE,STICK,GREEN,2,CONCEAL,BLOCK,COVER,HIDE,OBSCURE,BLUE,3,MAC KEYBOARD KEYS,COMMAND,CONTROL,OPTION,SHIFT,PURPLE,4,EXPERIENCE A MEMORY LAPSE,BLANK,FLAKE,FORGET,SPACE
274,2024 Mar 11,YELLOW,1,TREAT WITH EXCESSIVE CARE,BABY,MOTHER,PAMPER,SPOIL,GREEN,2,BACKSIDE,BOOTY,BUM,CAN,REAR,BLUE,3,THINGS IN A SPA LOCKER ROOM,ROBE,SLIPPERS,TOWEL,WASHCLOTH,PURPLE,4,CAT'S ___,CRADLE,EYE,MEOW,PAJAMAS
275,2024 Mar 12,YELLOW,1,SECTION,CLASS,DIVISION,RANK,TIER,GREEN,2,INCLUDING,AND,ALSO,PLUS,WITH,BLUE,3,DOG BREEDS- INFORMALLY,BOSTON,GOLDEN,LAB,PIT,PURPLE,4,FAMOUS POEMS,DADDY,HARLEM,HOWL,IF
276,2024 Mar 13,YELLOW,1,HALLOWEEN PURCHASES,CANDY,COSTUME,DECORATIONS,PUMPKIN,GREEN,2,PLANTS WITH SIMILAR FLAVORS,ANISE,FENNEL,LICORICE,TARRAGON,BLUE,3,FOOD SLANG FOR HEAD,BEAN,MELON,NOODLE,NUT,PURPLE,4,GEMSTONE CUTS,BAGUETTE,EMERALD,PRINCESS,RADIANT
277,2024 Mar 14,YELLOW,1,BOX OFFICE VICTORY,HIT,SMASH,SUCCESS,WINNER,GREEN,2,VOLLEYBALL MOVES,BUMP,SERVE,SET,SPIKE,BLUE,3,HOMOPHONES OF GREEK LETTERS,MOO,NEW,PIE,ROW,PURPLE,4,___-O,DADDY,DAY,JACKIE,JELL
278,2024 Mar 15,YELLOW,1,CRITICIZE,BLAST,KNOCK,SLAM,TRASH,GREEN,2,"MY MISTAKE!",APOLOGIES,OOPS,PARDON,SORRY,BLUE,3,ALIBI,DEFENSE,EXCUSE,OUT,REASON,PURPLE,4,PLAY ___,DATE,DEAD,DIRTY,DOH
279,2024 Mar 16,YELLOW,1,GET SMALLER,CONTRACT,LESSEN,REDUCE,SHRINK,GREEN,2,AIRLINE CLASSES,BUSINESS,COACH,FIRST,PREMIUM,BLUE,3,EXAMINE- AS AN APPLICANT,CHECK,REVIEW,SCREEN,VET,PURPLE,4,NOTABLE TV EPISODES,FINALE,PILOT,PREMIERE,SPECIAL
280,2024 Mar 17,YELLOW,1,FOOLISHNESS,ABSURDITY,FOLLY,MADNESS,NONSENSE,GREEN,2,MOVE FORWARD,ADVANCE,MARCH,PROGRESS,PUSH,BLUE,3,THINGS THAT MIGHT STINK,CHEESE,FEET,GARBAGE,SKUNK,PURPLE,4,WORDS AFTER "DEEP",CUT,FAKE,FREEZE,SIX
281,2024 Mar 18,YELLOW,1,SEGMENT OF A PROCESS,CYCLE,PHASE,ROUND,STAGE,GREEN,2,CONSTELLATIONS,CYGNUS,GEMINI,ORION,PEGASUS,BLUE,3,SPIRALS IN NATURE,CYCLONE,GALAXY,SNAIL,SUNFLOWER,PURPLE,4,ASSOCIATED WITH "ONE",CYCLOPS,MONOLOGUE,SOLITAIRE,UNICYCLE
282,2024 Mar 19,YELLOW,1,MOVIE SUMMARY INFO,CAST,GENRE,PLOT,TITLE,GREEN,2,PRETENSE,AFFECT,AIRS,CHARADE,FRONT,BLUE,3,FAMOUS GUITARISTS,BERRY,KING,PAGE,WATERS,PURPLE,4,SECOND ___,FIDDLE,GUESS,NATURE,WIND
283,2024 Mar 20,YELLOW,1,SEEN AT A SPORTS STADIUM,ASTROTURF,JUMBOTRON,SCOREBOARD,SKYBOX,GREEN,2,CAMERA BRANDS,FUJIFILM,HASSELBLAD,OLYMPUS,POLAROID,BLUE,3,ITALIAN DEMONYMS,BOLOGNESE,NEAPOLITAN,PARMESAN,VENETIAN,PURPLE,4,STARTING WITH ROCK BANDS,CREAMSICLE,JOURNEYMAN,KISSCAM,RUSHMORE
284,2024 Mar 21,YELLOW,1,CHAT- INFORMALLY,GAB,JAW,YAK,YAP,GREEN,2,FEMALE ANIMALS,COW,DOE,EWE,HEN,BLUE,3,PALINDROMES,BIB,EYE,GAG,POP,PURPLE,4,STARTS OF PLANET NAMES,EAR,MAR,MER,SAT
285,2024 Mar 22,YELLOW,1,JUMPING ANIMALS,CRICKET,FROG,HARE,KANGAROO,GREEN,2,APPLY PRESSURE TO,CRUSH,MASH,PRESS,SQUASH,BLUE,3,OLYMPIC SPORTS,BREAKING,HOCKEY,SKELETON,TRAMPOLINE,PURPLE,4,THINGS YOU CAN SET,MOOD,RECORD,TABLE,VOLLEYBALL
286,2024 Mar 23,YELLOW,1,KUDOS,CREDIT,GLORY,PRAISE,PROPS,GREEN,2,BECOME AWARE OF,DISCOVER,FIND,LEARN,REALIZE,BLUE,3,PURSUE,CHASE,TAIL,TRACK,SHADOW,PURPLE,4,SEEN IN A PASSPORT,NAME,PHOTO,STAMP,VISA
287,2024 Mar 24,YELLOW,1,YELLOW-BROWN SHADES,BEIGE,CAMEL,KHAKI,TAN,GREEN,2,FAIL TO ATTEND,CUT,DITCH,MISS,SKIP,BLUE,3,DECISIVE VICTORY,BLOWOUT,ROMP,ROUT,SWEEP,PURPLE,4,___ WHEEL,CHEESE,COLOR,HAMSTER,PRAYER
288,2024 Mar 25,YELLOW,1,HOW FAST SOMETHING IS GOING,CLIP,PACE,RATE,SPEED,GREEN,2,"STEP ON IT!",FASTER,GO,HURRY,MOVE,BLUE,3,N.B.A. TEAM PLAYER,CLIPPER,PACER,ROCKET,SPUR,PURPLE,4,TELE___,COMMUTE,MEDICINE,PROMPTER,VISION
289,2024 Mar 26,YELLOW,1,MUSICAL INSTRUMENTS,BASS,BASSOON,HARP,RECORDER,GREEN,2,PLANT GROWTHS,BLOOM,BUD,SHOOT,SPROUT,BLUE,3,BRING UP,FOSTER,NURSE,RAISE,REAR,PURPLE,4,SOLAR EMANATIONS,CORONA,FLARE,LIGHT,RADIATION
290,2024 Mar 27,YELLOW,1,UPDATE FOR ACCURACY,AMEND,CORRECT,FIX,REVISE,GREEN,2,QUARREL,FIGHT,ROW,SCRAP,TIFF,BLUE,3,GAMES OF CHANCE,BINGO,LOTTERY,ROULETTE,WAR,PURPLE,4,___ CHIP,BLUE,COMPUTER,POKER,POTATO
291,2024 Mar 28,YELLOW,1,EXITED,DEPARTED,LEFT,SPLIT,WENT,GREEN,2,ONE FLYING AN AIRPLANE,ACE,AVIATOR,FLIER,PILOT,BLUE,3,KINDS OF WHALES,BLUE,FIN,GRAY,RIGHT,PURPLE,4,THINGS WITH SLOTS,ATM,CASINO,SCHEDULE,SPATULA
292,2024 Mar 29,YELLOW,1,ESPECIALLY,MIGHTY,PRETTY,REALLY,VERY,GREEN,2,DISNEY CHARACTERS,DAISY,GOOFY,HAPPY,LADY,BLUE,3,KINDS OF BLUE,BABY,NAVY,SKY,TIFFANY,PURPLE,4,BODY PARTS PLUS "Y",ARMY,COLONY,LIVERY,SHINY
293,2024 Mar 30,YELLOW,1,BREATHES HEAVILY,GASPS,HUFFS,PANTS,PUFFS,GREEN,2,PRESERVES- AS MEAT,CANS,CURES,SALTS,SMOKES,BLUE,3,PREDICAMENTS,BINDS,JAMS,PICKLES,SPOTS,PURPLE,4,THINGS IN "MY FAVORITE THINGS",KETTLES,MITTENS,RAINDROPS,WHISKERS
294,2024 Mar 31,YELLOW,1,TAKE A TUMBLE,FALL,SLIP,SPILL,TRIP,GREEN,2,KINDS OF WATER,MINERAL,SPRING,STILL,TAP,BLUE,3,THINGS THAT ARE CINCHED IN THE MIDDLE,CORSET,DIABOLO,HOURGLASS,WASP,PURPLE,4,___ BEAR,BOO-BOO,BROWN,HONEY,TEDDY
295,2024 Apr 1,YELLOW,1,FOOD SLANG FOR MONEY,BACON,BREAD,CHEESE,LETTUCE,GREEN,2,WORDS THAT RHYME,BRAIN,PLANE,RAIN,TRAIN,BLUE,3,HORROR MOVIES,ALIEN,SAW,SCREAM,VAMPIRE,PURPLE,4,LETTER HOMOPHONES,BEE,EWE,EYE,TEA
296,2024 Apr 2,YELLOW,1,THRUST,JAB,POKE,PROD,STICK,GREEN,2,KINDS OF SNAKES,ADDER,BOA,MAMBA,MOCCASIN,BLUE,3,SEEN IN "CINDERELLA",BALL,PRINCE,PUMPKIN,SLIPPER,PURPLE,4,PASTA SHAPES,BOWTIE,ELBOW,TUBE,WHEEL
297,2024 Apr 3,YELLOW,1,MODEL FOR REFERENCE,BENCHMARK,GAUGE,STANDARD,YARDSTICK,GREEN,2,POKER ACTIONS,BET,CALL,CHECK,FOLD,BLUE,3,SKIN TYPES,COMBINATION,DRY,NORMAL,OILY,PURPLE,4,STARTS OF U.S. STATES,KENT,MARY,MASS,WASH
298,2024 Apr 4,YELLOW,1,WAYS TO PREPARE EGGS,BOIL,FRY,POACH,SCRAMBLE,GREEN,2,EXHILARATION,BUZZ,KICK,RUSH,THRILL,BLUE,3,THROWN IN TARGET GAMES,AXE,DART,HORSESHOE,RING,PURPLE,4,___ WRAP,BODY,BUBBLE,GIFT,SHRINK
299,2024 Apr 5,YELLOW,1,PIECES OF FURNITURE,BED,CHAIR,COUCH,TABLE,GREEN,2,CARRY AS A FEELING,BEAR,HARBOR,HOLD,MAINTAIN,BLUE,3,WINE TASTING DESCRIPTORS,BALANCED,DRY,FULL,SWEET,PURPLE,4,STARTING WITH METALS,GOLDILOCKS,IRONIC,LEADERSHIP,TINDER
300,2024 Apr 6,YELLOW,1,INTRINSIC MOTIVATORS,DESIRE,DRIVE,RESOLVE,WILL,GREEN,2,SUMMER GEAR,HAT,SHORTS,SUNGLASSES,TEE,BLUE,3,COLLECTION,ARRAY,BATTERY,SERIES,SET,PURPLE,4,HORSE___,FLY,POWER,RADISH,SHOE
301,2024 Apr 7,YELLOW,1,DISORDERLY PLACE,DUMP,MESS,PIGPEN,STY,GREEN,2,STURDY,FIRM,SOLID,SOUND,STABLE,BLUE,3,FOUND IN CRACKER JACKS,CARAMEL,PEANUTS,POPCORN,PRIZE,PURPLE,4,___ HORSE,CHARLEY,CRAZY,DARK,GIFT
302,2024 Apr 8,YELLOW,1,BRIEF MOMENT,FLASH,HEARTBEAT,JIFF,WINK,GREEN,2,DISPUTE,CLASH,SCRAP,TANGLE,TIFF,BLUE,3,SLANG FOR ZERO,JACK,LOVE,SQUAT,ZIP,PURPLE,4,ACCESSORIES FOR MR. PEANUT,CANE,MONOCLE,SPAT,TOP HAT
303,2024 Apr 9,YELLOW,1,BREADTH,EXTENT,RANGE,REACH,SCOPE,GREEN,2,HAIR TOOLS,BRUSH,COMB,DRYER,IRON,BLUE,3,HERALDRY TERMS,ARMS,COAT,CREST,SHIELD,PURPLE,4,WORDS BEFORE "DRUM",EAR,KETTLE,OIL,STEEL
304,2024 Apr 10,YELLOW,1,PERSON IN CHARGE,CHAIR,CHIEF,DIRECTOR,HEAD,GREEN,2,GRASSY AREA,FIELD,GREEN,GROUNDS,LAWN,BLUE,3,WORDS BEFORE "NUT",CHEST,COCO,HAZEL,PEA,PURPLE,4,SECOND WORDS IN TARANTINO MOVIES,BROWN,DOGS,FICTION,UNCHAINED
305,2024 Apr 11,YELLOW,1,HAIRCUTS WITH "CUT",BOWL,BUZZ,CREW,PIXIE,GREEN,2,MEASURING INSTRUMENTS,COMPASS,RULER,SCALE,WATCH,BLUE,3,WATER AND GAS CONDUITS,CHANNEL,LINE,MAIN,PIPE,PURPLE,4,FAST FOOD MASCOTS,CLOWN,COLONEL,KING,MERMAID
306,2024 Apr 12,YELLOW,1,ORDERLY,CLEAN,NEAT,TIDY,TRIM,GREEN,2,AUGMENTATIVE PREFIXES,HYPER,SUPER,UBER,ULTRA,BLUE,3,BECOME LARGER,BALLOON,MUSHROOM,SNOWBALL,SWELL,PURPLE,4,ITEMS IN CLASSIC KIDS' GAMES,DOMINO,JACK,MARBLE,STICK
307,2024 Apr 13,YELLOW,1,SEEN AT THE CIRCUS,CLOWN,RING,TENT,TRAPEZE,GREEN,2,"THE WIZARD OF OZ" FIGURES,LION,SCARECROW,WITCH,WIZARD,BLUE,3,FILM DEPARTMENTS,HAIR,MAKEUP,PROPS,WARDROBE,PURPLE,4,"I'M A ___" (LYRICS IN "THE JOKER"),JOKER,LOVER,SINNER,SMOKER
308,2024 Apr 14,YELLOW,1,PULL USING FORCE,RIP,TEAR,WRENCH,YANK,GREEN,2,BIT OF REPETITIVE TRAINING,DRILL,EXERCISE,PRACTICE,ROUTINE,BLUE,3,U.S.-BASED AIRLINES,AMERICAN,FRONTIER,SPIRIT,UNITED,PURPLE,4,BEGINNING WITH DAY ABBREVIATIONS,FRIAR,MONKEY,SUNDRY,WEDDING
309,2024 Apr 15,YELLOW,1,INVENT AS YOU GO,AD-LIB,FREESTYLE,IMPROV,MAKE UP,GREEN,2,THINGS BABIES DO,BABBLE,COO,CRAWL,NURSE,BLUE,3,SUPERFICIAL,COSMETIC,EXTERNAL,SHALLOW,SURFACE,PURPLE,4,___ EFFECT,BUTTERFLY,DOMINO,PLACEBO,SIDE
310,2024 Apr 16,YELLOW,1,FLABBERGAST,FLOOR,ROCK,SHOCK,SURPRISE,GREEN,2,BIT OF JOURNALISM,ARTICLE,FEATURE,REPORT,STORY,BLUE,3,ON THE SAME PLANE,EVEN,FLAT,FLUSH,LEVEL,PURPLE,4,THEATER SECTIONS,BALCONY,BOX,ORCHESTRA,STAGE
311,2024 Apr 17,YELLOW,1,UPRIGHT SUPPORT,COLUMN,PILLAR,POLE,POST,GREEN,2,HEED AS RULES,FOLLOW,MIND,OBSERVE,REGARD,BLUE,3,ALLOTMENT,INTEREST,PERCENTAGE,SHARE,STAKE,PURPLE,4,GATHERED BY SPIES,DIRT,INFORMATION,INTELLIGENCE,SECRETS
312,2024 Apr 18,YELLOW,1,SIDEWALK SIGHTS,CURB,GRATE,GUTTER,MANHOLE,GREEN,2,HAVE IN MIND,AIM,INTEND,MEAN,PLAN,BLUE,3,UNIT ABBREVIATIONS,CAL,GAL,IN,OZ,PURPLE,4,GOLDEN ___,FLEECE,GIRLS,PARACHUTE,RULE
313,2024 Apr 19,YELLOW,1,ATTACH WITH ADHESIVE,ADHERE,GLUE,PASTE,STICK,GREEN,2,PUBLISHED LINES,COPY,TEXT,WORDS,WRITING,BLUE,3,DIAMOND QUALITIES,CARAT,CLARITY,COLOR,CUT,PURPLE,4,A-___,LIST,OK,PLUS,ROD
314,2024 Apr 20,YELLOW,1,BALDERDASH,BUNK,CROCK,HOGWASH,HORSEFEATHERS,GREEN,2,TRACK AND FIELD EQUIPMENT,BATON,HAMMER,HURDLE,POLE,BLUE,3,PARTS OF A DEVIL COSTUME,GOATEE,HORNS,PITCHFORK,TAIL,PURPLE,4,TYPES OF KNOTS,BEND,BOWLINE,HITCH,SHEEPSHANK
315,2024 Apr 21,YELLOW,1,EMBODIMENT,EXAMPLE,IDEAL,MODEL,SYMBOL,GREEN,2,RELATED TO TRAINS,CAR,CONDUCTOR,STATION,TRACK,BLUE,3,STARTING WITH THE SAME SOUND,CYMBAL,SCIMITAR,SIMMER,SYMPHONY,PURPLE,4,EAR___,DRUM,MARK,WAX,WIG
316,2024 Apr 22,YELLOW,1,SLANG FOR FRIEND,BUD,CHUM,MATE,PAL,GREEN,2,ADJECTIVES FOR A BASEMENT,COLD,DANK,DARK,MUSTY,BLUE,3,STUBBLE,FUZZ,SCRUFF,SHADOW,WHISKERS,PURPLE,4,COLLECTION OF MONEY,FUND,KITTY,POOL,POT
317,2024 Apr 23,YELLOW,1,THROW OUT,BOOT,BOUNCE,EJECT,TOSS,GREEN,2,TERRA FIRMA,EARTH,GROUND,LAND,SOIL,BLUE,3,SEAS,BALTIC,BLACK,PHILIPPINE,RED,PURPLE,4,TOM HANKS MOVIES,BIG,PHILADELPHIA,SPLASH,SULLY
